,t,x,y,z
40,2791.0,47.284123815330155,-30.65717364258537,-28.244236211923624
41,2822.0,8.199350562297944,55.75321794382498,-28.244236211923624
42,2853.0,-46.01780656005634,-13.391466622922119,-24.021002371788942
43,2884.0,39.97135521324637,-46.279685750251375,-30.64935363690497
44,2915.0,17.820686438583497,38.93891025898889,-21.463043474923015
45,2946.0,-94.22344094559263,-0.0,-47.225050861586524
46,2976.0,37.29835349882931,-81.49838922896178,-44.92173662599117
47,3008.0,56.93276541043211,65.91796745521418,-43.65507377175478
48,3039.0,-41.58599878066983,12.10178312009355,-21.707626895254155
49,3069.0,6.973338483160697,-47.41668956507689,-24.021002371788942
50,3100.0,41.23140350370006,26.73282689295846,-24.628763439835108
51,3131.0,-36.96952588092398,23.507440089296786,-21.957862589867418
52,3162.0,-6.472996712944216,-46.894314812555585,-23.726414884403145
53,3193.0,43.97825683305184,13.221281952023423,-23.016557749200818
54,3224.0,-61.77481037594829,70.25733891762641,-46.88917683991382
55,3255.0,-17.090651771608126,-38.2345386547871,-20.990587529495357
56,3286.0,59.08752517539947,0.5230224492070075,-29.615992246147773
57,3317.0,-17.290967506658053,36.91442943037751,-20.430716494151525
58,3348.0,-25.43065508554658,-29.97647506788204,-19.702480158076906
59,3379.0,28.349113006526657,-7.978279663174466,-14.760614746348564
60,3409.0,-4.53435669599515,29.044056401579674,-14.733295528356216
61,3440.0,-24.52804311071552,-16.213184681957152,-14.736489122643158
62,3472.0,25.09372488410983,-15.645911435928815,-14.821453368118656
63,3503.0,3.81664461176154,29.580793020851235,-14.948872669720826
64,3533.0,-10.314096866200636,-3.2005639020182586,-5.4126235077389335
65,4646.0,-48.67437868957011,-97.11514042541037,75.31128714931424
66,4677.0,98.376999878029,-3.4845626559436105,68.2456327282237
67,4708.0,-43.76713813174706,105.33567164769009,79.08008661552728
68,4739.0,-77.03015553549223,-83.05266620763297,78.53185972706035
69,4769.0,113.71064762670127,-37.504774288375906,83.01067007354352
70,4800.0,-10.943479634677752,98.5313145349167,68.72987749719046
71,4831.0,-83.84568571201635,-50.23865782583562,67.76448445708853
72,4862.0,69.88729545584061,-47.99493866932572,58.77673438464885
73,4893.0,18.5235766950381,106.27017700749676,74.78589863796057
74,4924.0,-101.45251973095677,-26.622904168761007,72.71648223535786
75,4955.0,33.25296143493162,-40.63378603283997,36.40128356382297
76,4985.0,54.173865626533214,110.51910635807901,85.33064540538993
77,5016.0,-125.59948298455063,3.3359873004725142,87.10638938938148
78,5048.0,51.29442538592226,-120.4321454465937,90.75098138123718
79,5079.0,88.16262710482889,96.75934536010635,90.75098138123718
80,5109.0,-123.82521346669178,39.629069532887534,90.13486349161583
81,5140.0,13.594460752719574,-113.25350651770646,79.08008661552728
82,5171.0,100.06339509600903,61.166120573321685,81.30610903262068
83,5201.0,-93.28881668160666,62.858014069404966,77.9869247805077
84,5233.0,-18.207441527362832,-110.2146029589009,77.44527200366524
85,5264.0,104.82456498812336,28.501863372656153,75.31128714931424
86,5295.0,-55.446806110245696,66.54322255669243,60.04925875021552
87,5325.0,-45.01254407655618,-93.92378354033974,72.20711368438954
88,5356.0,90.38708171421202,-1.6002761004281216,62.67342748110337
89,5387.0,-43.450531321615436,99.5620257353785,75.31128714931424
90,5419.0,-65.18964497450963,-72.83084470715008,67.76448445708853
91,5449.0,101.59191190763613,-31.524951743872254,73.74478245250505
92,5480.0,-12.596578359911126,97.62941408985067,68.2456327282237
93,5511.0,-80.05504998375432,-49.914240625066405,65.40484854174166
94,5541.0,90.62194759816879,-59.90165485341456,75.31128714931424
95,5572.0,16.756383806091115,107.3301879361339,75.31128714931424
96,5604.0,-115.25861533005632,-32.437186534962514,83.01067007354352
97,5635.0,43.64178559492366,-51.44290988192469,46.76935861860234
98,5665.0,44.49108600503534,94.98387259020214,72.71648223535786
99,5696.0,-90.39770546505797,0.8001693957341929,62.67342748110337
100,5727.0,51.62542787875668,-115.49439097924564,87.70516807105913
101,5757.0,85.84916316271293,97.63743045766881,90.13486349161583
102,5789.0,-89.70739409114516,26.968935011742833,64.94207404130914
103,5820.0,10.563708277974927,-76.52991088111261,53.55976771707882
104,5851.0,74.67223670002707,47.48108310107988,61.348068499196465
105,5881.0,-73.197532347468,47.45841264076762,60.4792617054465
106,5912.0,-9.144870055032442,-62.18247766970591,43.57360279868479
107,5944.0,54.34895445325051,15.815882241183632,39.24207443708593
108,5975.0,-34.32011221331138,39.73655633319758,36.40128356382297
109,6005.0,-19.65644449694121,-42.950114795804055,32.746688797634114
110,6036.0,31.76958340215858,0.0,22.025234737002645
111,6067.0,-36.56299994828716,79.8916124074363,60.91219503103877
112,6097.0,-66.18766876901708,-76.63349152987244,70.20128851312161
113,6129.0,34.52315167695012,-10.04645088410727,24.927068083251033
114,6160.0,-6.656127069881487,45.2597434844756,31.715205943356686
115,6191.0,-35.42138585736713,-22.965839044230144,29.266823573614793
116,6221.0,35.41050898803498,-22.51612371900218,29.09202170702614
117,6252.0,4.327720527065997,31.35263276299162,21.94226687018315
118,6284.0,-29.97696412951504,-9.012041935326234,21.701290554206334
119,6315.0,51.37929353759348,-58.43437507052816,53.944213766291796
120,6345.0,28.526708276504593,63.81883762348879,48.46332217876746
121,6376.0,-45.456024808622786,-0.40236109662820463,31.515013127447734
122,6408.0,11.307138703767214,-24.13957307935386,18.480451355854978
123,6438.0,13.998119306041056,16.500332884199437,15.001289541332762
124,6469.0,-23.319295053858923,6.562739985724944,16.79484264599444
125,6500.0,3.421027365254774,-21.91281330724702,15.375750354722046
126,6531.0,18.16622210656581,12.007982563375895,15.097022363194542
127,6562.0,-19.35456450618106,12.067550893428168,15.812648425989721
128,6593.0,-3.0873911868265367,-23.928735568011035,16.726841131324893
129,6624.0,24.914774307541535,7.731295169135191,18.085441809908588
130,7737.0,41.63528017356315,83.07072816469885,-86.18254505677162
131,7768.0,-109.73998579085583,3.887045313688214,-101.84608990905122
132,7798.0,39.593435662225936,-95.29069791508655,-95.70626001817496
133,7829.0,65.44489402968343,70.56162487347984,-89.26044471392004
134,7860.0,-98.67836615180586,32.54673090789918,-96.37245151953437
135,7890.0,11.078292286044602,-99.74512113012624,-93.08101814057417
136,7921.0,91.63337053774778,54.9048828067985,-99.07709156019911
137,7953.0,-78.77904660432745,54.1013282248378,-88.63721655567572
138,7984.0,-14.452941181029873,-82.91684931444202,-78.06372556335242
139,8014.0,65.25184677581694,17.123218508067986,-62.569257449225745
140,8045.0,-55.619829746629975,67.96520260398269,-81.45433347794328
141,8076.0,-33.77021148880948,-68.89398701942692,-71.16183768048307
142,8107.0,109.01743612950473,-2.8955595502159492,-101.14776590791676
143,8138.0,-37.976948774234344,89.1645706913731,-89.88752031273098
144,8169.0,-67.59213240113408,-74.18302627088055,-93.08101814057417
145,8200.0,95.58268697646118,-30.590320357891514,-93.08101814057417
146,8230.0,-13.087028224676468,109.026158764282,-101.84608990905122
147,8261.0,-79.8410200516564,-48.80471479596426,-86.79050008854601
148,8292.0,82.65019033787286,-55.68970656824002,-92.43453038523485
149,8324.0,15.79629531440741,95.61927817714229,-89.88752031273098
150,8354.0,-92.86752573507205,-25.25073708207181,-89.26044471392004
151,8385.0,65.59875067841801,-78.72684780356245,-95.0440325931789
152,8416.0,30.871993694655913,64.41791977596301,-66.25356815883988
153,8446.0,-115.1847502088477,2.0393113639381872,-106.84894443770493
154,8477.0,47.99847658852124,-109.98313291022936,-111.29883088761495
155,8509.0,78.41950501803673,87.61144188181203,-109.05505208296302
156,8540.0,-82.69827207981311,25.662072773942622,-80.30947199513902
157,8570.0,10.694119731976844,-82.8844638447497,-77.51138269573725
158,8601.0,61.93081931254567,38.61380160153821,-67.69026383514253
159,8632.0,-78.06337831341463,51.60036468379965,-86.79050008854601
160,8663.0,-12.440700497306437,-79.68680700352976,-74.80364762066675
161,8694.0,83.94266955265081,23.62395229827131,-80.88006066131551
162,8725.0,-56.41367542192852,66.4978204094377,-80.88006066131551
163,8756.0,-27.414713421598343,-58.5275811527571,-59.94344998373788
164,8786.0,90.97506052096564,-0.8052799441030151,-84.38136804313963
165,8817.0,-35.83888612583519,80.17735632523647,-81.45433347794328
166,8848.0,-68.13738092678291,-77.49357765080656,-95.70626001817496
167,8880.0,80.60336826206762,-24.231971315303724,-78.06372556335242
168,8910.0,-11.106925030912645,80.46530256341875,-75.33803627921237
169,8941.0,-83.51503831543572,-53.10386630542214,-91.79194838836057
170,8972.0,83.62305478259367,-54.21791299349898,-92.43453038523485
171,9003.0,17.818044565747396,121.15756174333978,-113.58059576831188
172,9033.0,-49.163010303203535,-14.306740385344442,-47.489478549537786
173,9065.0,33.46811343146948,-38.750094011045114,-47.489478549537786
174,9096.0,14.45247495385983,31.57923389697241,-32.21089733460228
175,9126.0,-46.84344552715946,-0.0,-43.44662320357662
176,9157.0,12.841037000744498,-28.058177732242864,-28.619411264943526
177,9188.0,110.99138034620604,128.50818232219396,-157.49088417928525
178,9219.0,-66.65385368015617,19.396684100578593,-64.38492547681822
179,9250.0,10.468178613447954,-71.18059403315503,-66.72909359594738
180,9281.0,28.662347329945156,18.583543231762988,-31.68253805209526
181,9312.0,-21.333627411171367,13.565198803760168,-23.447935434890656
182,9342.0,-3.4255339111650356,-24.81664563648333,-23.235323670301042
183,9373.0,39.334264063839775,11.825147993872404,-38.094924087199146
184,9405.0,-45.838382905395974,52.13262142969226,-64.38492547681822
185,9436.0,-22.5626314683843,-50.47623792000551,-51.280168175787104
186,9466.0,20.766555901279208,0.1838184100085362,-19.26143699668598
187,9497.0,0.6459455186849667,-1.3790269547486667,1.4123876582640724
188,9529.0,-12.568213663223155,-14.814826525548222,-18.018997625719905
189,9560.0,19.690993869964977,-5.5416286183016155,-18.972577202651838
190,9590.0,-3.1716312056033225,20.3153483055078,-19.070436036783367
191,9621.0,-17.80682586807199,-11.77041947844494,-19.797545987246217
192,9652.0,18.757953872118787,-11.69556478194487,-20.502406729082907
193,9683.0,3.0432067718498597,23.586285545248963,-22.057277328753997
194,9714.0,-22.922562572755908,-7.113092621083998,-22.260427584471035
195,10826.0,-38.63224170566327,-77.0790645756678,106.31209428968907
196,10858.0,82.05088264359071,-2.906283398574364,101.23662495624329
197,10889.0,-32.85214194458374,79.0662260434127,105.57371101267157
198,10919.0,-60.284224162357596,-64.9974741987312,109.31050328434829
199,10950.0,83.60658915817474,-27.57566086240471,108.55414300967794
200,10981.0,-9.785852099875402,88.10843565602259,109.31050328434829
201,11013.0,-67.04610957969321,-40.1726878267388,96.37582543572165
202,11043.0,57.93561264929726,-39.78714811806975,86.6614463943901
203,11074.0,13.804661446174528,79.19765386381908,99.12740549236385
204,11105.0,-77.75898905943153,-20.40530998617769,99.12740549236385
205,11136.0,38.58914738779779,-47.15439138296782,75.13195031648948
206,11167.0,44.15947420662269,90.08893070699078,123.71210836480293
207,11198.0,-84.99450830326836,2.2574981486546872,104.83978868129584
208,11229.0,34.73822488802758,-81.56049942650505,109.31050328434829
209,11259.0,59.29341790486122,65.07510596089462,108.55414300967794
210,11290.0,-78.74514089856234,25.201625554924437,101.94844238203892
211,11322.0,11.166050349939907,-93.02276707305036,115.52549640307913
212,11353.0,79.93864620587583,48.86439109531794,115.52549640307913
213,11383.0,-80.41197740143295,54.18159846639502,119.56004322398881
214,11414.0,-15.80399805068868,-95.66590493794564,119.56004322398881
215,11445.0,87.34148164167317,23.748202311150763,111.60680271350154
216,11476.0,-62.0700130629547,74.4919136574357,119.56004322398881
217,11507.0,-47.341005277332115,-98.78238218856994,135.06941286126735
218,11538.0,109.52337552490103,-1.9390784276549464,135.06941286126735
219,11569.0,-43.81460722797245,100.39626489554077,135.06941286126735
220,11599.0,-58.30843450180908,-65.14305362421915,107.8022969666837
221,11631.0,60.31250357256825,-18.71555253735138,77.8668546184093
222,11662.0,-10.215167242053255,79.17235650638476,98.43303220387791
223,11693.0,-70.65235245246957,-44.05166846757595,102.66465414593337
224,11723.0,68.97326833504792,-45.59174707034741,101.94844238203892
225,11754.0,11.474544059211526,73.49825502975978,91.7251264506817
226,11786.0,-72.1156271584123,-20.29547243409596,92.37682190149394
227,11816.0,35.66408040710993,-42.03916153737938,67.9771642487792
228,11847.0,32.0038906703484,68.32500050637316,93.03272518928493
229,11878.0,-74.38565127467498,0.6584361995201103,91.7251264506817
230,11910.0,34.696966399703186,-77.62269811249415,104.83978868129584
231,11940.0,54.5947328497031,62.09133829138009,101.94844238203892
232,11971.0,-66.82897815783659,20.09094553575688,86.04702200850073
233,12002.0,10.31668919582903,-74.74035480429679,93.03272518928493
234,12033.0,63.21908020065945,40.19847982644207,92.37682190149394
235,12064.0,-76.47352441558404,49.58243756880074,112.38135312996195
236,12095.0,-12.457667802767364,-84.70854646380732,105.57371101267157
237,12126.0,39.9750033201703,11.63297346679546,51.33604209941523
238,12156.0,-17.247080709684166,19.96903710407318,32.53544152532549
239,12188.0,-16.302981701579654,-35.62266490797465,48.306167137670805
240,12219.0,35.062774443866516,0.0,43.234298238539836
241,12250.0,-15.361946570937178,33.56646563479133,45.5178550892784
242,12280.0,-38.98204664850017,-45.13424323917752,73.53697246616603
243,12311.0,37.86838339035012,-11.01993402432328,48.63071325832546
244,12343.0,-5.738410300942612,39.019534258074096,48.63071325832546
245,12374.0,-29.420175766277836,-19.07488950381567,43.234298238539836
246,12404.0,21.576625919653203,-13.7197118180283,31.528141875657514
247,12435.0,2.948004141171121,21.35713030540319,26.58419323452419
248,12467.0,-32.7431271070272,-9.84363971305923,42.159085122493714
249,12497.0,16.01815609241716,-18.217668570271496,29.911787790040943
250,12528.0,42.356382952453146,94.75804567985486,127.98335701409381
251,12559.0,-73.86055220269634,-0.6537882031471476,91.07762551533968
252,12591.0,8.970891233016804,-19.151926068988132,26.077656225637032
253,12621.0,9.986946102778983,11.772148214317282,19.035518870044136
254,12652.0,-18.406578796087874,5.1801561919640005,23.577986051857827
255,12683.0,2.9395486004380205,-18.82878235444355,23.498142121529273
256,12715.0,16.004669733462507,10.579183385771046,23.65628292745932
257,12745.0,-15.940466874980356,9.938864561762605,23.16302942277137
258,12776.0,-1.595332769710831,-12.364580216552234,15.372576696579287
259,12808.0,18.554001951753104,5.757486055745383,23.954266312764194
260,13920.0,28.779074750299568,57.420021804769505,-107.19391866780605
261,13950.0,-61.963170560336515,2.194766565824441,-103.47813414004084
262,13982.0,19.630765853013383,-47.24594740147711,-85.38663454591921
263,14013.0,49.19095575248314,53.036891852866994,-120.72689608407133
264,14044.0,-63.62288315970109,20.984506924222185,-111.80978161999278
265,14074.0,6.941605729222867,-62.499822754371905,-104.95031477378913
266,14105.0,63.35453726852544,37.96077153545719,-123.26302110620351
267,14137.0,-36.5567194723859,25.10524262793284,-74.01301599557902
268,14168.0,-11.666337979501332,-66.93004393924576,-113.38695422837671
269,14198.0,64.34734435611594,16.88586135514589,-111.02846052737961
270,14230.0,-42.42870370715834,51.84617530865583,-111.80978161999278
271,14261.0,-33.41795643382592,-68.17535796394687,-126.71521348736623
272,14291.0,75.89845442334351,-2.0159022478851307,-126.71521348736623
273,14322.0,-32.0803813028793,75.3202539648857,-136.63260530461275
274,14353.0,-54.76402381299197,-60.10405165365294,-135.70499227880862
275,14385.0,72.8119391739005,-23.30276136469617,-127.5909833022634
276,14415.0,-8.56149734457805,71.32460882065692,-119.89154151576682
277,14446.0,-61.29244323391874,-37.466457833878515,-119.89154151576682
278,14477.0,42.42911943693327,-28.588744947014185,-85.38663454591921
279,14509.0,11.708705747967501,70.87598514241944,-119.89154151576682
280,14539.0,-65.10166075831931,-17.701181402249162,-112.59594128272269
281,14570.0,49.27688730940759,-59.13853491599125,-128.47187123061795
282,14601.0,36.355841341653644,75.86059047879664,-140.39585695121752
283,14632.0,-79.1074629272609,1.4005738418269376,-132.04689833475805
284,14663.0,31.864084683108103,-73.01298103288512,-132.9535975225106
285,14694.0,51.339408442858705,57.35715365716207,-128.47187123061795
286,14725.0,-64.8869345866652,20.135042674579907,-113.38695422837671
287,14756.0,5.881023073550203,-45.58069822729623,-76.70237685757253
288,14787.0,58.0558441576325,36.197758611898706,-114.18283516976231
289,14818.0,-42.68050515910304,28.21207176374603,-85.38663454591921
290,14849.0,-8.237523217716355,-52.76406444953658,-89.12716435709328
291,14880.0,63.14539610657158,17.770983856326335,-109.48027520127395
292,14911.0,-47.122033827688746,55.54526485581666,-121.56725106337399
293,14942.0,-29.22418282789028,-62.3906114128782,-114.98359881968688
294,14972.0,71.8337995473773,-0.6358480857606927,-119.89154151576682
295,15004.0,-29.11219609086678,65.12866809509939,-119.06117264565309
296,15035.0,-44.23737955590859,-50.311778366821684,-111.80978161999278
297,15066.0,58.12980685857124,-17.475694164308745,-101.30490187666484
298,15097.0,-5.081630087517738,36.814410952577425,-62.02388989988967
299,15128.0,-45.387414515610025,-28.860038156029386,-89.76578732855867
300,15159.0,58.62113479324454,-38.007647461138696,-116.59983309638247
301,15190.0,9.816194105956308,66.74728750893787,-112.59594128272269
302,15221.0,-32.61895872180305,-9.492318944568249,-56.69758013812958
303,15252.0,24.806605283920906,-28.721615540569108,-63.33867905231436
304,15283.0,15.683113171575119,34.26822745993343,-62.89677407305808
305,15313.0,-36.64912942182073,-0.0,-61.1654753551307
306,15345.0,21.443648419219457,-46.85522660975937,-85.99927164781636
307,15376.0,21.035416477154293,24.355252880336216,-53.70970665792165
308,15407.0,-22.26597138086549,6.47953552902749,-38.702237784068025
309,15437.0,2.869366540882458,-19.51086453726452,-32.91286042925447
310,15469.0,24.470199798660335,15.865518989548594,-48.67222755789657
311,15500.0,-16.234049581486026,10.32258160877227,-32.10718781330357
312,15531.0,-2.604595111504968,-18.86926697705708,-31.790413242906304
313,15562.0,38.4492968793791,11.55909832509041,-67.00697040107097
314,15593.0,-14.350854138869977,16.32142319589487,-36.27172050956411
315,15624.0,-8.868965562519994,-19.841303372143955,-36.27172050956411
316,15655.0,17.474514288115962,0.1546783899739031,-29.165190598887186
317,15686.0,-35.68295160299179,76.17941554219045,-140.39585695121752
318,15717.0,-20.959238572316664,-24.705776960575623,-54.07145682495567
319,15748.0,28.43650533881,-8.002874452690916,-49.302666895954715
320,15779.0,-4.172484245926363,26.726143507947242,-45.144842610489924
321,15810.0,-70.65376234678159,-46.702563764780656,-141.34994331275277
322,15841.0,35.297361469215105,-22.007868262675288,-69.42199988727656
323,15873.0,2.1999036166632964,17.05028897629121,-28.691918760621828
324,15903.0,-16.353792526100566,-5.074739814753577,-28.577505416605227
325,17016.0,-24.624396662866552,-49.1306063721306,130.6299416579623
326,17047.0,54.92169872569772,-1.9453541032744326,130.6299416579623
327,17078.0,-14.188740788639402,34.14846399843069,87.89826895652365
328,17108.0,-35.84441336108906,-38.64686599153089,125.29220872789429
329,17139.0,50.40814127798825,-16.625936096450303,126.16850331655527
330,17171.0,-5.737919052787052,51.66224325711923,123.55548615315843
331,17202.0,-50.508193605504495,-30.263499360758903,139.95896918300082
332,17232.0,46.896004062149984,-32.20572242950113,135.22610487889062
333,17263.0,8.679477589901127,49.79435856242974,120.14506474441123
334,17295.0,-52.78890668624037,-13.852726453797567,129.72693923783635
335,17326.0,34.3250225114895,-41.943801698188445,128.82931000326195
336,17356.0,18.909125180489536,38.57615831529666,102.11842833306093
337,17387.0,-58.05699387130258,1.5420238177421421,138.04929285434062
338,17419.0,21.386096862850216,-50.21156799289507,129.72693923783635
339,17449.0,35.50093384218976,38.96262204344612,125.29220872789429
340,17480.0,-49.853219907295134,15.955043910955713,124.42120827663847
341,17511.0,6.282050645571253,-52.33486466834939,125.29220872789429
342,17543.0,52.700539516869505,32.21445316016977,146.81839972027075
343,17573.0,-42.21231599129303,28.442662763520946,120.9898316530807
344,17604.0,-9.401186202676858,-56.9079408061569,137.10273580314785
345,17635.0,60.418904578688526,16.427937131171863,148.82891970210267
346,17667.0,-34.936675367930626,41.92845589296326,129.72693923783635
347,17697.0,-21.691847772206735,-45.262503076511784,119.30549711537117
348,17728.0,60.09407678341781,-1.063947557880665,142.86512638611714
349,17759.0,-24.538019178007115,56.22612250268625,145.82163427248753
350,17790.0,-34.667380739781656,-38.73091537850757,123.55548615315843
351,17821.0,46.93745037588618,-14.565144314101536,116.81783180973477
352,17852.0,-5.616038920740719,43.526946260474986,104.32054848625144
353,17883.0,-40.544835916182464,-25.279663137239332,113.57277553285486
354,17914.0,37.13598439636468,-24.54711004244381,105.81301767421488
355,17945.0,6.769749674081262,43.36248878087867,104.32054848625144
356,17976.0,-48.655051117722806,-13.692971796114842,120.14506474441123
357,18007.0,31.793091326786545,-37.47621940065449,116.81783180973477
358,18038.0,14.603450054495475,31.176857296686187,81.83381630165005
359,18069.0,-54.57410871017781,0.48307123908399,129.72693923783635
360,18100.0,22.117481816465613,-49.48036650439778,128.82931000326195
361,18131.0,34.80565773553419,39.584951809555314,125.29220872789429
362,18162.0,-45.435413798280656,13.659350317460909,112.77423299419594
363,18193.0,6.533328164575521,-47.33139244620235,113.57277553285486
364,18224.0,52.12202396091203,33.14230643748272,146.81839972027075
365,18255.0,-51.82662934843916,33.60235628876941,146.81839972027075
366,18286.0,-8.987048256403536,-61.10933497768545,146.81839972027075
367,18317.0,19.358292942457897,5.6333831008949415,47.923143980391046
368,18348.0,-19.114097080188145,22.130708392337752,69.50871614649915
369,18379.0,-8.239922931924452,-18.004560076457658,47.06554140400779
370,18410.0,20.28417358507945,0.0,48.215183624215314
371,18441.0,-11.587153174718257,25.318391588476654,66.18455560869103
372,18471.0,-16.98424325231531,-19.664718302132872,61.76346903730689
373,18503.0,19.47626076565152,-5.6677124678284665,48.215183624215314
374,18534.0,-2.4440987248249084,16.61916609688145,39.928422914772305
375,18565.0,-13.89020021319276,-9.00586170379804,39.34921087351289
376,18595.0,12.332253368275039,-7.841585746987906,34.73774744113713
377,18627.0,3.4106890974478015,24.709100800812763,59.29006128562683
378,18658.0,-32.502437122625444,-9.771280543415834,80.67357839458856
379,18689.0,36.03760754187527,-40.98606521721877,129.72693923783635
380,18720.0,22.117481816465613,49.48036650439778,128.82931000326195
381,18751.0,-21.1804088038524,-0.18748169355396688,50.34749391000989
382,18782.0,5.551368287692511,-11.851597825231716,31.108378566884447
383,18813.0,8.242731597546431,9.716149166976262,30.28639220759566
384,18844.0,-29.99610744135289,8.44179265568716,74.07009524873213
385,18875.0,4.739058889911968,-30.355241750297,73.0279916548548
386,18907.0,86.94855117392487,57.47351762422448,247.74591899641484
387,18937.0,-12.444580429347855,7.759182989137029,34.85932321010511
388,18968.0,-1.6446885514864402,-12.747110767232131,30.550858746095418
389,18999.0,6.113251665400492,1.8970010518663294,15.214648412735665
390,20112.0,15.245064109160623,30.416958194738353,-129.65440959120727
391,20143.0,-42.08285659893713,1.49059587852746,-160.46668689234187
392,20173.0,13.802273246981994,-33.218341084111415,-137.07807308209928
393,20205.0,26.75272325989604,28.844352962854583,-149.91720877375
394,20236.0,-33.92534397393267,11.189474292459181,-136.13049682072847
395,20267.0,3.808560021363927,-34.29096027199473,-131.4768599498419
396,20297.0,25.532035183724815,15.298284799029528,-113.42407214431633
397,20328.0,-26.33137503185152,18.08301096057241,-121.72481996759706
398,20360.0,-5.48511691426767,-31.468239367734096,-121.72481996759706
399,20390.0,35.77008127836468,9.386690922099527,-140.92509408560528
400,20421.0,-23.099333548751474,28.226459732250298,-138.99020721220506
401,20452.0,-15.614437771730055,-31.8547271614716,-135.18855897511727
402,20484.0,34.2498858685047,-0.9096947024377394,-130.5628653327088
403,20514.0,-13.519784804777068,31.742566131999652,-131.4768599498419
404,20545.0,-25.427647866955603,-27.907092182364973,-143.87037611475586
405,20577.0,35.95748233227983,-11.507846646731593,-143.87037611475586
406,20608.0,-4.377077721660495,36.46480793137866,-139.95479826098267
407,20638.0,-19.926441934681655,-12.180509653950804,-88.99714711085406
408,20669.0,28.612692598538622,-19.279235152707315,-131.4768599498419
409,20701.0,5.8225209620096425,35.245305337565355,-136.13049682072847
410,20731.0,-34.47148913020338,-9.372818990971975,-136.13049682072847
411,20762.0,30.003525338625145,-36.00804814841384,-178.60836119544683
412,20793.0,20.256153371437073,42.266763713310596,-178.60836119544683
413,20824.0,-46.86259363089969,0.8296881276543343,-178.60836119544683
414,20855.0,14.189809882871966,-32.51435998058359,-135.18855897511727
415,20886.0,19.159016602907126,21.40473941058666,-109.47000042919657
416,20917.0,-19.619049667810422,6.087980651458415,-78.27958509230987
417,20948.0,3.9459171716485093,-30.582716235160444,-117.50832073956101
418,20979.0,21.439847725958835,13.36772281792916,-96.28115490098804
419,21010.0,-24.307444134149318,16.067367425701757,-111.03614060980011
420,21041.0,-4.431155244157591,-28.383016922585366,-109.47000042919657
421,21072.0,28.855124323017737,8.120686227879595,-114.23044135286993
422,21103.0,-20.81024116741667,24.530145739982242,-122.58417237937388
423,21134.0,-12.715212342094988,-27.145664839968802,-114.23044135286993
424,21165.0,31.4946817445748,-0.27878008994529485,-120.02221748027705
425,21196.0,-12.7626127883765,28.552018876419144,-119.17893422469116
426,21227.0,-19.240184651198213,-21.882125831716824,-111.03614060980011
427,21258.0,17.82310925258921,-5.358201294442871,-70.92180268615554
428,21288.0,-4.429621376404164,32.09086433029258,-123.44891435659034
